"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.804775530E-1,2.290744707E-2,1.252273750E-2,-2.138028387E-3,2.619429806E-2
5.889435530E-1,-3.054326226E-4,-1.221730490E-3,-3.359758761E-3,3.588020820E-3
5.898005530E-1,-3.054326226E-4,-1.221730490E-3,-3.359758761E-3,3.588020820E-3
5.982675530E-1,-1.038470957E-2,-1.527163084E-3,-2.748893574E-3,1.085038414E-2
5.991305530E-1,-1.038470957E-2,-1.527163084E-3,-2.748893574E-3,1.085038414E-2
6.076425530E-1,-6.108652335E-3,1.649336144E-2,-1.832595794E-3,1.768346720E-2
6.084865530E-1,-6.108652335E-3,1.649336144E-2,-1.832595794E-3,1.768346720E-2
6.169175530E-1,3.359758761E-3,2.412917651E-2,3.054326167E-3,2.455267901E-2
6.177995530E-1,3.359758761E-3,2.412917651E-2,3.054326167E-3,2.455267901E-2
6.262495530E-1,1.191187184E-2,8.552113548E-3,1.527163084E-3,1.474325487E-2
6.271105530E-1,1.191187184E-2,8.552113548E-3,1.527163084E-3,1.474325487E-2
6.355575530E-1,1.832595654E-2,-3.054326167E-3,6.414085161E-3,1.965477244E-2
6.364205530E-1,1.832595654E-2,-3.054326167E-3,6.414085161E-3,1.965477244E-2
6.448785530E-1,2.321287990E-2,3.970623948E-3,2.748893574E-3,2.370991488E-2
6.457455530E-1,2.321287990E-2,3.970623948E-3,2.748893574E-3,2.370991488E-2
6.543685530E-1,2.321287990E-2,9.162978968E-4,-1.221730490E-3,2.326306128E-2
6.552525530E-1,2.321287990E-2,9.162978968E-4,-1.221730490E-3,2.326306128E-2
6.635105530E-1,3.787364438E-2,1.313360315E-2,-6.414085161E-3,4.059612000E-2
6.643135530E-1,3.787364438E-2,1.313360315E-2,-6.414085161E-3,4.059612000E-2
6.728685530E-1,5.467243865E-2,2.504547499E-2,-9.162978269E-3,6.083018606E-2
6.736805530E-1,5.467243865E-2,2.504547499E-2,-9.162978269E-3,6.083018606E-2
6.821355530E-1,5.986479297E-2,2.504547499E-2,-1.802052557E-2,6.734841199E-2
6.829795530E-1,5.986479297E-2,2.504547499E-2,-1.802052557E-2,6.734841199E-2
6.914745530E-1,4.031710699E-2,2.015855350E-2,-1.863138936E-2,4.877463547E-2
6.923295530E-1,4.031710699E-2,2.015855350E-2,-1.863138936E-2,4.877463547E-2
7.007915530E-1,3.054326214E-2,1.649336144E-2,-1.007927675E-2,3.614572801E-2
7.016075530E-1,3.054326214E-2,1.649336144E-2,-1.007927675E-2,3.614572801E-2
7.101185530E-1,2.107485011E-2,9.468411095E-3,-1.221730490E-3,2.313639430E-2
7.109415530E-1,2.107485011E-2,9.468411095E-3,-1.221730490E-3,2.313639430E-2
7.194245530E-1,1.710422710E-2,5.803219974E-3,5.497787148E-3,1.888008501E-2
7.202375530E-1,1.710422710E-2,5.803219974E-3,5.497787148E-3,1.888008501E-2
7.288665530E-1,1.557706390E-2,4.581489135E-3,1.130100712E-2,1.978251057E-2
7.297805530E-1,1.557706390E-2,4.581489135E-3,1.130100712E-2,1.978251057E-2
7.383275530E-1,3.298672289E-2,4.276056774E-3,9.773843922E-3,3.466895691E-2
7.392555530E-1,3.298672289E-2,4.276056774E-3,9.773843922E-3,3.466895691E-2
7.476345530E-1,3.481931984E-2,1.374446787E-2,-3.054326226E-4,3.743512683E-2
7.484605530E-1,3.481931984E-2,1.374446787E-2,-3.054326226E-4,3.743512683E-2
7.569085530E-1,2.321287990E-2,1.343903504E-2,-1.527163084E-3,2.686592048E-2
7.577495530E-1,2.321287990E-2,1.343903504E-2,-1.527163084E-3,2.686592048E-2
7.660375530E-1,-3.359758761E-3,-1.527163084E-3,-9.162978968E-4,3.802605403E-3
7.668445530E-1,-3.359758761E-3,-1.527163084E-3,-9.162978968E-4,3.802605403E-3
7.753825530E-1,-1.863138936E-2,-1.160643995E-2,1.832595794E-3,2.202717697E-2
7.762065530E-1,-1.863138936E-2,-1.160643995E-2,1.832595794E-3,2.202717697E-2
7.846915530E-1,-2.015855350E-2,-1.313360315E-2,8.552113548E-3,2.553424087E-2
7.855095530E-1,-2.015855350E-2,-1.313360315E-2,8.552113548E-3,2.553424087E-2
7.940275530E-1,-1.496619824E-2,-1.130100712E-2,6.414085161E-3,1.982020031E-2
